,Solic,prediccion
4649,149934,0
4650,149940,0
4651,149958,0
4652,149960,0
4653,149966,0
4654,149968,0
4655,149974,0
4656,149976,0
4657,149986,1
4658,149988,0
4659,150000,0
4660,150010,1
4661,150014,0
4662,150036,0
4663,150056,0
4664,150068,0
4665,150072,1
4666,150080,0
4667,150088,0
4668,150092,1
4669,150102,0
4670,150104,1
4671,150110,1
4672,150112,0
4673,150120,1
4674,150132,1
4675,150136,0
4676,150140,0
4677,150152,0
4678,150166,1
4679,150176,0
4680,150198,1
4681,150200,1
4682,150204,0
4683,150212,1
4684,150216,0
4685,150228,1
4686,150252,0
4687,150260,0
4688,150262,0
4689,150272,0
4690,150276,0
4691,150278,1
4692,150286,0
4693,150310,1
4694,150322,0
4695,150324,0
4696,150330,0
4697,150348,1
4698,150350,0
4699,150352,1
4700,150364,0
4701,150420,1
4702,150440,0
4703,150444,0
4704,150452,0
4705,150456,0
4706,150460,1
4707,150468,0
4708,150496,0
4709,150504,0
4710,150506,0
4711,150516,0
4712,150522,0
4713,150550,1
4714,150562,0
4715,150574,0
4716,150582,0
4717,150606,0
4718,150628,0
4719,150632,0
4720,150638,0
4721,150642,0
4722,150650,1
4723,150652,1
4724,150668,1
4725,150674,0
4726,150678,1
4727,150692,0
4728,150696,1
4729,150712,0
4730,150714,0
4731,150730,0
4732,150746,1
4733,150754,0
4734,150768,0
4735,150782,0
4736,150788,0
4737,150790,1
4738,150798,1
4739,150804,0
4740,150816,0
4741,150852,0
4742,150854,0
4743,150858,0
4744,150864,0
4745,150870,0
4746,150872,1
4747,150874,0
4748,150886,1
4749,150896,0
4750,150908,0
4751,150922,0
4752,150936,0
4753,150938,0
4754,150944,1
4755,150948,1
4756,150974,0
4757,150992,1
4758,150994,0
4759,150996,0
4760,151002,0
4761,151038,1
4762,151044,1
4763,151048,0
4764,151050,0
4765,151058,1
4766,151062,0
4767,151076,1
4768,151078,0
4769,151084,0
4770,151094,0
4771,151098,0
4772,151102,0
4773,151126,0
4774,151130,1
4775,151152,1
4776,151164,0
4777,151170,1
4778,151174,0
4779,151204,1
4780,151206,0
4781,151218,0
4782,151222,0
4783,151230,0
4784,151242,0
4785,151246,0
4786,151248,0
4787,151254,0
4788,151260,1
4789,151302,0
4790,151318,1
4791,151322,0
4792,151334,0
4793,151336,1
4794,151338,0
4795,151348,0
4796,151350,1
4797,151356,0
4798,151364,0
4799,151370,0
4800,151388,1
4801,151392,1
4802,151404,0
4803,151410,0
4804,151412,0
4805,151428,0
4806,151434,0
4807,151466,0
4808,151468,0
4809,151474,1
4810,151496,0
4811,151498,0
4812,151502,1
4813,151504,1
4814,151510,0
4815,151518,0
4816,151526,1
4817,151544,0
4818,151566,0
4819,151572,0
4820,151574,1
4821,151580,0
4822,151600,0
4823,151608,0
4824,151618,1
4825,151626,1
4826,151634,1
4827,151664,0
4828,151678,1
4829,151682,0
4830,151710,1
4831,151712,1
4832,151724,0
4833,151726,0
4834,151734,0
4835,151754,0
4836,151762,1
4837,151764,0
4838,151766,0
4839,151792,1
4840,151794,0
4841,151798,0
4842,151806,0
4843,151808,0
4844,151832,0
4845,151846,1
4846,151848,0
4847,151868,0
4848,151870,0
4849,151888,1
4850,151896,1
4851,151898,0
4852,151902,0
4853,151916,1
4854,151940,1
4855,151942,0
4856,151944,1
4857,151950,0
4858,151980,1
4859,151990,0
4860,152004,1
4861,152020,0
4862,152022,1
4863,152030,0
4864,152054,0
4865,152070,0
4866,152094,0
4867,152110,0
4868,152126,0
4869,152134,0
4870,152148,1
4871,152160,0
4872,152164,0
4873,152210,0
4874,152216,0
4875,152232,1
4876,152256,0
4877,152264,1
4878,152276,0
4879,152282,1
4880,152284,1
4881,152292,0
4882,152294,1
4883,152306,0
4884,152318,0
4885,152330,0
4886,152352,0
4887,152356,1
4888,152360,1
4889,152362,0
4890,152368,0
4891,152374,0
4892,152380,0
4893,152382,0
4894,152396,0
4895,152420,0
4896,152462,1
4897,152472,0
4898,152476,0
4899,152488,1
4900,152508,1
4901,152516,0
4902,152526,0
4903,152554,0
4904,152564,1
4905,152590,0
4906,152598,1
4907,152602,0
4908,152616,0
4909,152636,1
4910,152654,1
4911,152656,0
4912,152666,0
4913,152672,1
4914,152674,0
4915,152680,0
4916,152682,0
4917,152684,0
4918,152686,0
4919,152690,0
4920,152716,1
4921,152718,1
4922,152736,0
4923,152738,1
4924,152744,1
4925,152750,0
4926,152754,0
4927,152760,1
4928,152762,0
4929,152766,0
4930,152770,1
4931,152776,1
4932,152778,0
4933,152784,0
4934,152810,0
4935,152828,0
4936,152832,1
4937,152858,1
4938,152860,0
4939,152864,1
4940,152876,0
4941,152878,0
4942,152882,0
4943,152884,0
4944,152890,0
4945,152892,0
4946,152896,0
4947,152900,0
4948,152906,0
4949,152916,1
4950,152924,0
4951,152928,0
4952,152932,0
4953,152942,0
4954,152970,1
4955,152974,0
4956,152982,0
4957,152998,1
4958,153000,1
4959,153012,0
4960,153014,0
4961,153038,0
4962,153048,1
4963,153052,0
4964,153054,1
4965,153064,0
4966,153068,1
4967,153072,1
4968,153074,1
4969,153084,0
4970,153102,0
4971,153104,0
4972,153116,0
4973,153126,1
4974,153134,1
4975,153136,0
4976,153154,0
4977,153156,0
4978,153164,0
4979,153178,1
4980,153180,0
4981,153192,0
4982,153194,0
4983,153202,0
4984,153212,0
4985,153214,0
4986,153226,1
4987,153232,0
4988,153234,1
4989,153236,0
4990,153242,0
4991,153250,0
4992,153298,0
4993,153306,0
4994,153310,0
4995,153318,0
4996,153330,1
4997,153332,1
4998,153340,1
4999,153354,1
5000,153360,0
5001,153374,1
5002,153376,0
5003,153378,1
5004,153388,0
5005,153390,1
5006,153394,0
5007,153400,0
5008,153404,0
5009,153406,1
5010,153418,0
5011,153428,0
5012,153430,0
5013,153444,0
5014,153448,1
5015,153462,0
5016,153474,0
5017,153506,0
5018,153508,1
5019,153522,1
5020,153532,0
5021,153542,0
5022,153560,1
5023,153562,1
5024,153568,0
5025,153586,0
5026,153594,0
5027,153596,1
5028,153602,0
5029,153606,0
5030,153610,0
5031,153618,1
5032,153622,1
5033,153624,1
5034,153628,0
5035,153630,0
5036,153646,0
5037,153648,1
5038,153654,1
5039,153662,0
5040,153668,0
5041,153690,0
5042,153712,0
5043,153716,0
5044,153730,1
5045,153736,0
5046,153740,1
5047,153750,0
5048,153766,0
5049,153772,0
5050,153776,0
5051,153784,0
5052,153786,1
5053,153792,0
5054,153814,0
5055,153818,0
5056,153824,0
5057,153856,0
5058,153860,1
5059,153862,1
5060,153874,0
5061,153882,1
5062,153894,0
5063,153904,0
5064,153914,1
5065,153922,1
5066,153928,0
5067,153932,0
5068,153958,0
5069,153964,1
5070,153966,1
5071,153972,1
5072,153984,0
5073,153986,0
5074,153988,0
5075,153992,0
5076,154002,0
5077,154010,0
5078,154044,0
5079,154078,0
5080,154086,1
5081,154094,1
5082,154100,1
5083,154102,1
5084,154110,0
5085,154120,0
5086,154132,1
5087,154148,0
5088,154156,0
5089,154188,0
5090,154234,0
5091,154236,0
5092,154240,0
5093,154244,0
5094,154272,0
5095,154278,1
5096,154280,0
5097,154282,0
5098,154286,0
5099,154290,0
5100,154296,0
5101,154298,0
5102,154328,0
5103,154338,0
5104,154364,1
5105,154366,0
5106,154380,0
5107,154384,0
5108,154394,1
5109,154396,0
5110,154400,0
5111,154416,1
5112,154420,0
5113,154426,0
5114,154430,0
5115,154446,1
5116,154468,0
5117,154484,0
5118,154494,0
5119,154510,0
5120,154522,0
5121,154524,0
5122,154560,0
5123,154564,0
5124,154596,0
5125,154618,1
5126,154630,0
5127,154644,1
5128,154674,1
5129,154676,1
5130,154678,1
5131,154680,0
5132,154682,0
5133,154686,0
5134,154688,0
5135,154690,0
5136,154712,0
5137,154752,1
5138,154758,1
5139,154772,0
5140,154774,1
5141,154778,0
5142,154790,1
5143,154792,0
5144,154818,0
5145,154820,0
5146,154844,1
5147,154846,1
5148,154856,0
5149,154890,1
5150,154896,0
5151,154898,0
5152,154920,1
5153,154942,0
5154,154948,0
5155,154954,0
5156,154968,0
5157,154980,1
5158,154992,1
5159,154994,0
5160,154998,0
5161,155002,0
5162,155004,1
5163,155006,0
5164,155028,0
5165,155040,1
5166,155044,0
5167,155060,1
5168,155062,1
5169,155078,1
5170,155092,0
5171,155102,0
5172,155106,0
5173,155152,0
5174,155154,1
5175,155160,0
5176,155164,0
5177,155180,1
5178,155182,0
5179,155230,0
5180,155242,0
5181,155252,0
5182,155264,0
5183,155290,1
5184,155332,1
5185,155338,1
5186,155354,0
5187,155356,1
5188,155366,0
5189,155378,1
5190,155384,1
5191,155388,1
5192,155400,0
5193,155446,1
5194,155448,1
5195,155454,0
5196,155464,0
5197,155482,1
5198,155484,0
5199,155486,0
5200,155508,0
5201,155532,0
5202,155536,1
5203,155538,0
5204,155546,0
5205,155560,1
5206,155566,0
5207,155568,0
5208,155570,0
5209,155580,0
5210,155586,0
5211,155602,1
5212,155618,0
5213,155638,0
5214,155648,1
5215,155670,0
5216,155676,0
5217,155680,0
5218,155682,0
5219,155686,0
5220,155702,1
5221,155704,0
5222,155708,1
5223,155722,1
5224,155726,0
5225,155728,1
5226,155746,0
5227,155750,0
5228,155758,1
5229,155774,0
5230,155786,0
5231,155790,0
5232,155796,0
5233,155798,0
5234,155810,1
5235,155866,1
5236,155884,0
5237,155902,0
5238,155908,0
5239,155924,1
5240,155926,1
5241,155936,0
5242,155966,1
5243,155980,1
5244,155986,1
5245,155988,0
5246,155990,0
5247,156004,0
5248,156030,0
5249,156032,0
5250,156046,0
5251,156080,0
5252,156094,0
5253,156096,0
5254,156106,1
5255,156146,0
5256,156148,0
5257,156160,0
5258,156162,0
5259,156166,0
5260,156176,0
5261,156198,0
5262,156200,0
5263,156234,0
5264,156238,1
5265,156248,0
5266,156258,0
5267,156260,1
5268,156262,0
5269,156266,1
5270,156268,1
5271,156282,1
5272,156286,0
5273,156288,1
5274,156292,1
5275,156300,1
5276,156314,0
5277,156320,0
5278,156324,1
5279,156340,0
5280,156366,0
5281,156372,0
5282,156378,0
5283,156402,0
5284,156404,0
5285,156410,0
5286,156420,0
5287,156430,0
5288,156434,0
5289,156438,1
5290,156462,0
5291,156466,0
5292,156468,1
5293,156478,1
5294,156490,0
5295,156498,0
5296,156508,1
5297,156510,1
5298,156514,1
5299,156524,1
5300,156526,1
5301,156536,1
5302,156566,0
5303,156586,0
5304,156610,1
5305,156620,1
5306,156656,0
5307,156658,0
5308,156660,0
5309,156678,1
5310,156684,0
5311,156686,0
5312,156698,0
5313,156706,0
5314,156714,0
5315,156720,0
5316,156722,0
5317,156728,0
5318,156734,0
5319,156742,0
5320,156764,1
5321,156780,0
5322,156784,0
5323,156786,0
5324,156792,0
5325,156794,0
5326,156802,0
5327,156804,0
5328,156806,0
5329,156812,0
5330,156816,0
5331,156830,0
5332,156834,0
5333,156864,0
5334,156870,0
5335,156876,0
5336,156892,0
5337,156894,0
5338,156914,1
5339,156916,0
5340,156942,1
5341,156948,0
5342,156966,0
5343,156986,1
5344,156996,0
5345,157002,0
5346,157032,0
5347,157038,0
5348,157082,1
5349,157086,0
5350,157088,0
5351,157090,0
5352,157096,0
5353,157098,0
5354,157112,0
5355,157118,0
5356,157120,0
5357,157142,0
5358,157164,0
5359,157166,0
5360,157168,1
5361,157174,0
5362,157194,0
5363,157208,0
5364,157210,0
5365,157230,0
5366,157248,1
5367,157256,0
5368,157258,0
5369,157266,0
5370,157278,0
5371,157282,0
5372,157294,1
5373,157296,0
5374,157300,1
5375,157314,0
5376,157334,0
5377,157360,0
5378,157388,0
5379,157390,1
5380,157392,0
5381,157406,1
5382,157414,0
5383,157446,0
5384,157456,0
5385,157460,0
5386,157476,0
5387,157480,0
5388,157482,1
5389,157486,0
5390,157490,0
5391,157502,1
5392,157504,0
5393,157524,0
5394,157542,0
5395,157556,0
5396,157568,0
5397,157576,0
5398,157578,0
5399,157586,0
5400,157588,0
5401,157596,1
5402,157608,1
5403,157614,0
5404,157616,0
5405,157622,0
5406,157644,1
5407,157648,0
5408,157650,1
5409,157660,0
5410,157662,0
5411,157668,1
5412,157670,0
5413,157682,0
5414,157686,1
5415,157696,0
5416,157702,0
5417,157736,0
5418,157738,0
5419,157742,0
5420,157744,1
5421,157748,0
5422,157768,1
5423,157792,0
5424,157810,0
5425,157816,0
5426,157824,0
5427,157826,1
5428,157828,0
5429,157848,0
5430,157850,0
5431,157866,0
5432,157876,0
5433,157884,0
5434,157892,1
5435,157920,0
5436,157930,0
5437,157932,0
5438,157938,0
5439,157942,0
5440,157956,0
5441,157962,0
5442,157972,1
5443,157978,0
5444,157980,1
5445,157982,0
5446,157998,0
5447,158000,0
5448,158006,1
5449,158014,1
5450,158016,0
5451,158028,0
5452,158030,0
5453,158056,0
5454,158058,0
5455,158072,0
5456,158088,1
5457,158090,0
5458,158096,1
5459,158116,1
5460,158122,0
5461,158130,0
5462,158140,0
5463,158144,0
5464,158148,0
5465,158150,0
5466,158156,0
5467,158180,0
5468,158182,1
5469,158200,0
5470,158230,0
5471,158232,1
5472,158234,0
5473,158250,1
5474,158258,0
5475,158266,1
5476,158274,0
5477,158280,0
5478,158292,0
5479,158296,0
5480,158302,1
5481,158318,0
5482,158326,0
5483,158358,0
5484,158360,1
5485,158376,0
5486,158380,0
5487,158394,0
5488,158414,0
5489,158434,0
5490,158444,1
5491,158454,0
5492,158458,0
5493,158476,0
5494,158482,1
5495,158488,0
5496,158490,0
5497,158494,0
5498,158512,1
5499,158520,0
5500,158522,0
5501,158528,1
5502,158548,0
5503,158570,1
5504,158572,1
5505,158578,0
5506,158580,0
5507,158594,0
5508,158596,0
5509,158604,1
5510,158608,0
5511,158614,0
5512,158622,0
5513,158640,0
5514,158644,0
5515,158648,0
5516,158676,0
5517,158690,0
5518,158692,0
5519,158694,0
5520,158698,0
5521,158708,0
5522,158720,0
5523,158724,1
5524,158730,0
5525,158752,1
5526,158754,0
5527,158760,0
5528,158762,0
5529,158772,0
5530,158784,0
5531,158788,0
5532,158792,0
5533,158798,0
5534,158808,0
5535,158810,0
5536,158816,1
5537,158820,0
5538,158826,1
5539,158828,0
5540,158840,0
5541,158858,0
5542,158872,0
5543,158882,0
5544,158894,0
5545,158902,1
5546,158904,0
5547,158914,0
5548,158922,0
5549,158926,0
5550,158928,1
5551,158932,0
5552,158942,1
5553,158944,0
5554,158946,0
5555,158948,0
5556,158960,0
5557,158962,0
5558,158966,1
5559,158970,1
5560,158980,0
5561,158992,0
5562,159000,0
5563,159002,0
5564,159012,0
5565,159018,0
5566,159024,0
5567,159036,0
5568,159042,0
5569,159068,0
5570,159078,0
5571,159084,0
5572,159090,0
5573,159100,0
5574,159112,0
5575,159114,0
5576,159134,0
5577,159154,0
5578,159158,1
5579,159172,0
5580,159188,0
5581,159202,1
5582,159204,0
5583,159208,1
5584,159210,1
5585,159214,0
5586,159220,0
5587,159224,0
5588,159232,0
5589,159236,0
5590,159238,0
5591,159246,0
5592,159248,0
5593,159256,0
5594,159268,0
5595,159276,0
5596,159300,0
5597,159322,0
5598,159334,1
5599,159336,1
5600,159342,0
5601,159352,1
5602,159358,0
5603,159374,0
5604,159376,0
5605,159398,0
5606,159404,0
5607,159408,0
5608,159418,0
5609,159426,0
5610,159440,0
5611,159446,0
5612,159468,1
5613,159474,1
5614,159486,0
5615,159492,0
5616,159516,0
5617,159518,1
5618,159534,0
5619,159536,0
5620,159554,0
5621,159570,1
5622,159580,0
5623,159594,0
5624,159610,0
5625,159622,0
5626,159628,1
5627,159632,1
5628,159638,0
5629,159642,0
5630,159644,0
5631,159650,0
5632,159658,0
5633,159662,0
5634,159680,0
5635,159682,1
5636,159688,1
5637,159690,0
5638,159692,1
5639,159696,0
5640,159730,1
5641,159732,0
5642,159736,0
5643,159744,0
5644,159746,0
5645,159754,1
5646,159758,0
5647,159768,0
5648,159770,1
5649,159786,1
5650,159818,1
5651,159848,0
5652,159864,0
5653,159896,1
5654,159898,0
5655,159940,1
5656,159956,0
5657,159968,0
5658,159976,0
5659,160022,0
5660,160024,0
5661,160032,0
5662,160042,0
5663,160046,0
5664,160048,0
5665,160058,1
5666,160060,0
5667,160084,0
5668,160086,0
5669,160094,0
5670,160096,1
5671,160108,0
5672,160124,1
5673,160154,0
5674,160164,1
5675,160176,0
5676,160186,1
5677,160202,0
5678,160204,0
5679,160206,0
5680,160232,1
5681,160236,0
5682,160252,0
5683,160258,0
5684,160262,1
5685,160266,0
5686,160284,1
5687,160288,1
5688,160298,0
5689,160302,1
5690,160316,1
5691,160334,0
5692,160352,0
5693,160374,0
5694,160404,0
5695,160412,0
5696,160418,1
5697,160440,1
5698,160444,0
5699,160470,0
5700,160472,0
5701,160478,0
5702,160484,1
5703,160488,0
5704,160492,0
5705,160494,0
5706,160516,0
5707,160518,0
5708,160526,0
5709,160534,0
5710,160536,1
5711,160554,0
5712,160558,0
5713,160576,0
5714,160598,1
5715,160608,1
5716,160650,0
5717,160656,0
5718,160680,0
5719,160684,1
5720,160696,0
5721,160698,1
5722,160718,0
5723,160720,0
5724,160722,0
5725,160724,0
5726,160730,0
5727,160740,0
5728,160742,0
5729,160752,0
5730,160768,0
5731,160786,0
5732,160800,0
5733,160804,1
5734,160844,0
5735,160846,1
5736,160848,0
5737,160858,0
5738,160860,1
5739,160862,0
5740,160864,0
5741,160874,0
5742,160882,1
5743,160892,1
5744,160896,1
5745,160902,0
5746,160908,1
5747,160920,0
5748,160926,0
5749,160938,0
5750,160944,1
5751,161004,1
5752,161020,0
5753,161028,0
5754,161034,1
5755,161036,0
5756,161046,0
5757,161058,1
5758,161074,0
5759,161078,1
5760,161084,0
5761,161100,1
5762,161116,0
5763,161132,0
5764,161178,0
5765,161194,0
5766,161202,0
5767,161220,0
5768,161224,1
5769,161230,0
5770,161234,0
5771,161236,0
5772,161242,0
5773,161250,0
5774,161252,0
5775,161300,1
5776,161304,0
5777,161310,0
5778,161314,0
5779,161354,0
5780,161380,1
5781,161384,0
5782,161388,0
5783,161398,0
5784,161410,0
5785,161416,0
5786,161428,0
5787,161450,0
5788,161454,1
5789,161460,1
5790,161466,0
5791,161482,0
5792,161486,0
5793,161490,0
5794,161500,0
5795,161510,0
5796,161516,1
5797,161520,1
5798,161524,0
5799,161564,0
5800,161566,0
5801,161572,0
5802,161574,0
5803,161578,0
5804,161586,1
5805,161604,1
5806,161614,1
5807,161652,0
5808,161666,0
5809,161698,0
5810,161714,1
5811,161722,0
5812,161726,0
5813,161734,0
5814,161750,1
5815,161754,0
5816,161756,0
5817,161770,0
5818,161776,0
5819,161780,0
5820,161784,0
5821,161788,0
5822,161790,0
5823,161812,1
5824,161818,0
5825,161830,0
5826,161866,1
5827,161892,1
5828,161896,0
5829,161900,0
5830,161906,0
5831,161910,1
5832,161936,1
5833,161956,0
5834,161970,0
5835,161992,0
5836,162000,1
5837,162002,0
5838,162006,0
5839,162008,1
5840,162028,1
5841,162034,1
5842,162040,1
5843,162046,0
5844,162048,0
5845,162050,1
5846,162086,0
5847,162092,1
5848,162094,1
5849,162134,0
5850,162154,0
5851,162162,0
5852,162186,1
5853,162194,0
5854,162210,0
5855,162228,0
5856,162246,0
5857,162264,0
5858,162270,0
5859,162278,0
5860,162282,0
5861,162300,0
5862,162314,1
5863,162318,0
5864,162340,0
5865,162342,0
5866,162352,0
5867,162360,0
5868,162392,0
5869,162424,0
5870,162428,0
5871,162430,0
5872,162436,0
5873,162462,0
5874,162482,1
5875,162508,0
5876,162520,0
5877,162524,0
5878,162528,1
5879,162556,0
5880,162560,0
5881,162576,0
5882,162578,0
5883,162582,1
5884,162588,0
5885,162590,0
5886,162602,0
5887,162604,0
5888,162610,0
5889,162614,0
5890,162624,0
5891,162634,0
5892,162636,0
5893,162646,1
5894,162648,1
5895,162666,1
5896,162674,0
5897,162692,0
5898,162698,0
5899,162716,0
5900,162732,0
5901,162756,0
5902,162770,0
5903,162772,1
5904,162774,0
5905,162776,1
5906,162798,0
5907,162810,0
5908,162824,0
5909,162844,0
5910,162862,0
5911,162866,0
5912,162872,0
5913,162888,0
5914,162894,0
5915,162904,1
5916,162930,1
5917,162970,0
5918,162998,0
5919,163008,0
5920,163016,0
5921,163058,0
5922,163066,0
5923,163076,1
5924,163078,1
5925,163092,0
5926,163094,1
5927,163114,0
5928,163122,0
5929,163128,0
5930,163142,1
5931,163146,1
5932,163162,1
5933,163170,0
5934,163178,0
5935,163190,1
5936,163252,0
5937,163254,1
5938,163256,0
5939,163268,0
5940,163270,0
5941,163284,0
5942,163294,1
5943,163304,0
5944,163306,0
5945,163318,1
5946,163334,0
5947,163338,0
5948,163340,1
5949,163344,1
5950,163346,0
5951,163356,0
5952,163380,1
5953,163384,0
5954,163386,0
5955,163398,0
5956,163404,1
5957,163418,0
5958,163426,0
5959,163444,1
5960,163456,1
5961,163506,0
5962,163522,0
5963,163528,0
5964,163540,0
5965,163546,0
5966,163560,0
5967,163562,0
5968,163576,1
5969,163578,0
5970,163584,0
5971,163588,0
5972,163618,1
5973,163626,1
5974,163632,0
5975,163636,1
5976,163648,1
5977,163662,0
5978,163664,1
5979,163696,0
5980,163698,1
5981,163704,0
5982,163708,0
5983,163728,0
5984,163748,1
5985,163756,0
5986,163774,0
5987,163792,0
5988,163808,0
5989,163812,0
5990,163818,0
5991,163822,0
5992,163824,0
5993,163828,1
5994,163838,0
5995,163848,0
5996,163850,0
5997,163858,0
5998,163866,0
5999,163882,1
6000,163898,0
6001,163904,1
6002,163908,1
6003,163926,0
6004,163928,0
6005,163942,1
6006,163970,0
6007,163980,0
6008,163982,0
6009,163990,1
6010,163998,1
6011,164004,1
6012,164042,0
6013,164050,1
6014,164054,0
6015,164072,0
6016,164076,0
6017,164086,1
6018,164106,1
6019,164118,1
6020,164120,1
6021,164124,0
6022,164128,0
6023,164132,0
6024,164136,1
6025,164150,1
6026,164176,1
6027,164180,0
6028,164192,0
6029,164210,0
6030,164228,1
6031,164242,1
6032,164246,0
6033,164248,0
6034,164254,1
6035,164274,0
6036,164312,1
6037,164324,1
6038,164328,0
6039,164332,0
6040,164338,0
6041,164346,1
6042,164348,0
6043,164350,0
6044,164362,1
6045,164370,0
6046,164386,0
6047,164390,0
6048,164402,1
6049,164420,1
6050,164430,0
6051,164432,1
6052,164464,1
6053,164470,1
6054,164476,0
6055,164478,1
6056,164488,0
6057,164492,1
6058,164524,0
6059,164532,0
6060,164554,0
6061,164558,0
6062,164570,1
6063,164572,1
6064,164582,1
6065,164586,0
6066,164588,0
6067,164594,1
6068,164602,1
6069,164604,1
6070,164664,1
6071,164676,0
6072,164680,0
6073,164688,0
6074,164712,0
6075,164716,0
6076,164724,0
6077,164750,0
6078,164762,0
6079,164776,1
6080,164788,0
6081,164790,0
6082,164800,0
6083,164808,0
6084,164814,0
6085,164856,1
6086,164874,0
6087,164876,0
6088,164882,0
6089,164904,0
6090,164956,1
6091,164958,1
6092,164970,0
6093,164980,0
6094,164986,0
6095,165000,0
6096,165004,0
6097,165012,1
6098,165014,0
6099,165052,0
6100,165076,0
6101,165104,0
6102,165126,1
6103,165132,0
6104,165142,0
6105,165148,0
6106,165172,0
6107,165182,0
6108,165186,0
6109,165200,0
6110,165214,0
6111,165218,1
6112,165232,0
6113,165238,0
6114,165246,1
6115,165260,0
6116,165264,0
6117,165270,0
6118,165290,0
6119,165338,1
6120,165340,0
6121,165350,1
6122,165354,1
6123,165358,0
6124,165360,1
6125,165366,1
6126,165370,0
6127,165376,0
6128,165382,0
6129,165390,0
6130,165408,1
6131,165450,0
6132,165474,0
6133,165504,0
6134,165506,0
6135,165510,1
6136,165516,0
6137,165518,0
6138,165520,1
6139,165530,0
6140,165552,1
6141,165554,0
6142,165572,1
6143,165574,1
6144,165588,0
6145,165608,0
6146,165612,1
6147,165620,0
6148,165628,0
6149,165632,0
6150,165652,1
6151,165674,1
6152,165688,0
6153,165692,0
6154,165698,0
6155,165704,0
6156,165710,1
6157,165722,0
6158,165724,1
6159,165732,0
6160,165740,0
6161,165742,0
6162,165744,0
6163,165750,0
6164,165754,1
6165,165766,0
6166,165780,0
6167,165784,0
6168,165794,0
6169,165806,0
6170,165812,0
6171,165816,1
6172,165826,0
6173,165842,0
6174,165852,0
6175,165864,0
6176,165868,0
6177,165876,0
6178,165892,0
6179,165894,0
6180,165900,0
6181,165908,0
6182,165916,0
6183,165936,0
6184,165960,1
6185,165964,0
6186,165970,0
6187,165974,1
6188,165984,0
6189,165992,0
6190,165996,0
6191,165998,1
6192,166008,0
6193,166018,0
6194,166020,0
6195,166022,0
6196,166038,0
6197,166060,1
6198,166086,0
6199,166088,0
6200,166096,0
6201,166098,0
6202,166114,0
6203,166118,0
6204,166144,0
6205,166148,0
6206,166158,0
6207,166176,0
6208,166178,0
6209,166184,1
6210,166210,0
6211,166212,0
6212,166216,1
6213,166218,1
6214,166226,0
6215,166250,0
6216,166260,0
6217,166264,0
6218,166266,0
6219,166268,0
6220,166270,0
6221,166280,0
6222,166288,0
6223,166292,1
6224,166312,1
6225,166324,1
6226,166332,1
6227,166358,1
6228,166370,0
6229,166372,0
6230,166390,0
6231,166394,1
6232,166396,0
6233,166404,0
6234,166430,0
6235,166432,0
6236,166438,1
6237,166452,0
6238,166454,0
6239,166470,1
6240,166472,0
6241,166474,0
6242,166486,0
6243,166496,0
6244,166508,1
6245,166514,0
6246,166520,0
6247,166522,0
6248,166534,1
6249,166538,0
6250,166542,0
6251,166556,0
6252,166588,1
6253,166596,0
6254,166602,0
6255,166604,0
6256,166608,0
6257,166614,0
6258,166634,0
6259,166650,1
6260,166662,0
6261,166678,0
6262,166680,0
6263,166684,0
6264,166720,0
6265,166744,1
6266,166748,0
6267,166770,0
6268,166772,0
6269,166774,0
6270,166778,0
6271,166790,0
6272,166794,0
6273,166810,0
6274,166822,0
6275,166824,0
6276,166826,0
6277,166828,0
6278,166854,0
6279,166858,0
6280,166862,1
6281,166882,0
6282,166912,0
6283,166926,0
6284,166938,0
6285,166946,0
6286,166948,0
6287,166986,0
6288,166994,1
6289,167010,0
6290,167026,0
6291,167030,1
6292,167032,0
6293,167038,0
6294,167040,0
6295,167042,0
6296,167048,1
6297,167050,1
6298,167056,0
6299,167068,0
6300,167082,0
6301,167096,0
6302,167100,0
6303,167104,0
6304,167108,0
6305,167118,0
6306,167122,0
6307,167124,1
6308,167126,0
6309,167128,0
6310,167146,0
6311,167154,0
6312,167170,0
6313,167194,0
6314,167200,0
6315,167204,0
6316,167212,0
6317,167216,1
6318,167228,1
6319,167252,1
6320,167258,1
6321,167272,0
6322,167278,0
6323,167280,0
6324,167288,0
6325,167342,0
6326,167350,1
6327,167356,0
6328,167374,0
6329,167378,0
6330,167392,0
6331,167396,0
6332,167400,0
6333,167402,0
6334,167408,0
6335,167414,0
6336,167418,1
6337,167420,0
6338,167438,0
6339,167458,0
6340,167460,0
6341,167472,0
6342,167498,0
6343,167516,0
6344,167522,0
6345,167532,0
6346,167550,0
6347,167558,1
6348,167562,1
6349,167566,0
6350,167572,0
6351,167594,0
6352,167606,0
6353,167624,0
6354,167628,0
6355,167650,1
6356,167654,0
6357,167660,0
6358,167662,1
6359,167670,1
6360,167674,0
6361,167680,0
6362,167694,0
6363,167706,0
6364,167708,0
6365,167710,0
6366,167728,0
6367,167730,0
6368,167744,0
6369,167746,0
6370,167758,0
6371,167760,0
6372,167774,0
6373,167778,1
6374,167784,0
6375,167796,0
6376,167812,1
6377,167816,0
6378,167838,1
6379,167840,1
6380,167858,0
6381,167860,1
6382,167876,0
6383,167890,1
6384,167892,0
6385,167906,0
6386,167914,0
6387,167922,1
6388,167928,1
6389,167944,0
6390,167950,0
6391,167954,1
6392,167982,0
6393,167984,1
6394,167988,0
6395,167994,1
6396,168012,0
